Category,Data.Carbohydrate,Data.Cholesterol,Data.Fiber,Data.Protein,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,cluster
Arepa Dominicana,30.45,48.0,2.4,5.68,2.46,1.459,9.074,13.94,2.32,28.0,133.0,202.0,401.0,0.74,60.0,0.18,0.099,0.8,0.54,3.3,13
Armadillo,0.0,77.0,0.0,28.18,1.703,0.637,1.295,4.36,1.12,27.0,133.0,394.0,222.0,3.0,0.0,0.7,0.416,0.0,0.38,1.4,10
Artichoke,11.77,0.8571428571428571,5.614285714285714,2.8514285714285714,0.4104285714285714,0.4754285714285715,0.3867142857142857,1.4242857142857144,0.6014285714285714,41.57142857142857,72.14285714285714,281.7142857142857,161.14285714285714,0.3957142857142857,5.714285714285714,0.0,0.087,7.314285714285715,0.3142857142857143,15.614285714285714,10
Artichoke dip,5.47,39.0,0.9,3.65,7.527,15.171,8.274,33.12,0.24,13.0,88.0,120.0,601.0,0.53,62.0,0.2,0.049,2.0,1.27,56.6,4
Artichokes,16.91,2.5,4.7,4.075,2.039,0.9305,1.0595,4.405,1.02,36.5,83.0,247.5,291.5,0.53,13.0,0.05,0.0854999999999999,6.25,0.5800000000000001,23.1,1
Asian chicken or turkey garden salad,9.42,27.0,2.0,11.53,2.781,1.113,0.947,5.4,1.24,36.0,126.0,265.0,174.0,0.6,112.0,0.09,0.164,9.8,1.81,64.3,14
Asian chicken or turkey garden salad with crispy noodles,7.91,24.0,1.9,10.36,2.79,1.171,0.8,5.27,1.16,38.0,117.0,269.0,165.0,0.59,132.0,0.08,0.158,10.2,1.84,77.4,14
Asian stir fry vegetables,9.69,1.0,2.9,2.115,0.488,0.4965,0.426,1.5499999999999998,1.09,17.5,46.5,262.0,139.0,0.385,234.0,0.0,0.1805,33.6,0.785,38.8,14
Asparagus,2.9535714285714287,1.4285714285714286,1.8357142857142856,2.406428571428571,0.695857142857143,0.7240000000000001,0.6165714285714285,2.2207142857142856,1.6228571428571428,12.071428571428571,49.0,186.28571428571428,164.85714285714286,0.4671428571428571,46.785714285714285,0.0,0.0855,13.621428571428572,1.3964285714285716,54.1,10
Asparagus soup,5.913333333333334,4.666666666666667,0.2,2.03,0.52,0.7576666666666667,0.7996666666666666,2.306666666666666,0.3233333333333333,5.333333333333333,50.0,121.33333333333331,350.6666666666667,0.4933333333333333,32.333333333333336,0.1866666666666666,0.024,1.1,0.2566666666666666,11.133333333333333,13
Avocado,8.53,0.0,6.7,2.0,9.799,1.816,2.126,14.66,0.55,29.0,52.0,485.0,7.0,0.64,7.0,0.0,0.257,10.0,2.07,21.0,5
Avocado dressing,7.36,40.0,0.1,1.9,9.423,23.165,5.978,43.33,0.35,7.0,31.0,58.0,867.0,0.25,10.0,0.26,0.01,0.2,4.6,96.7,4
Baby Ruth,64.8,0.0,2.0,5.4,5.557,2.638,12.1,21.6,0.63,43.0,94.0,249.0,230.0,0.72,0.0,0.06,0.042,0.0,0.93,2.3,10
Bacardi cocktail,16.11,0.0,0.0,0.08,0.002,0.015,0.006,0.08,0.09,1.0,6.0,22.0,77.0,0.06,0.0,0.0,0.0,2.0,0.0,0.0,4
Bacon,10.481428571428571,65.14285714285714,0.6285714285714287,20.57714285714286,9.339,4.488857142857143,7.456285714285714,22.268571428571427,1.19,24.428571428571427,240.8571428571429,323.85714285714283,1076.0,1.9557142857142855,18.0,0.6628571428571429,0.339,5.057142857142857,0.7671428571428571,6.1571428571428575,13
Bacon and cheese sandwich,26.13,43.0,1.0,13.7,4.488,3.309,7.411,17.02,2.0,29.0,424.0,218.0,923.0,1.59,123.0,0.76,0.132,0.0,0.62,7.5,13
Bacon and egg sandwich,21.23,171.0,1.0,13.42,4.987,3.572,3.531,12.79,2.28,20.0,179.0,168.0,514.0,1.29,70.0,0.44,0.172,0.0,0.94,3.7,7
Bacon and tomato dressing,2.0,4.0,0.2,1.8,8.415,19.584,5.435,35.0,0.27,6.0,25.0,108.0,905.0,0.2,11.0,0.09,0.08,8.8,4.0,69.1,4
Bacon bits,28.6,0.0,10.2,32.0,6.225,13.548,4.055,25.9,0.72,95.0,217.0,145.0,1770.0,1.87,0.0,1.2,0.08,1.9,6.9,0.0,4
Bacon on biscuit,37.56,14.0,2.2,10.52,4.157,2.7,11.824,20.99,2.53,17.0,463.0,178.0,1069.0,0.83,17.0,0.14,0.12,0.0,0.46,3.9,13
Bacon or side pork,1.7,99.0,0.0,33.92,15.53,6.112,11.964,35.09,0.95,31.0,388.0,499.0,1684.0,3.06,11.0,1.09,0.535,0.0,0.42,0.0,13
Bacon sandwich,30.38,36.0,1.4,17.48,6.635,5.456,5.211,18.0,2.37,27.0,203.0,244.0,902.0,1.6,5.0,0.38,0.241,0.0,0.44,8.2,13
Bacon soup,3.63,4.0,0.0,1.21,1.043,0.539,0.861,2.93,0.54,3.0,16.0,25.0,358.0,0.15,22.0,0.0,0.0,0.1,0.27,2.1,4
Bacon strip,5.31,0.0,2.6,11.69,7.095,15.441,4.622,29.52,2.41,19.0,70.0,170.0,1465.0,0.42,4.0,0.0,0.479,0.0,6.9,0.0,4
Bagel,50.33285714285714,0.0,3.614285714285714,9.957857142857142,0.3112857142857143,0.8838571428571429,0.0841428571428571,1.5264285714285717,2.866428571428571,46.0,131.07142857142858,170.85714285714286,417.1428571428572,1.015,0.0,0.0,0.1321428571428571,0.0857142857142857,0.2707142857142857,1.4142857142857144,13
Bagel chips,66.36,0.0,4.1,12.34,6.05,2.085,6.835,15.14,5.05,39.0,131.0,140.0,233.0,1.0,0.0,0.0,0.117,0.0,0.81,5.2,7
Baked beans,21.02,2.333333333333333,4.666666666666667,4.68,0.1173333333333333,0.2306666666666667,0.1346666666666666,0.5533333333333333,0.96,29.666666666666668,88.33333333333333,249.66666666666663,334.6666666666667,1.393333333333333,3.6666666666666665,0.0,0.0836666666666666,0.9666666666666668,0.1133333333333333,0.6666666666666666,1
Baked beans from fast food / restaurant,23.29,7.0,4.3,4.38,0.418,0.587,0.29,1.35,1.36,29.0,85.0,224.0,491.0,0.49,1.0,0.0,0.046,0.0,0.1,1.0,13
Baklava,38.58,47.0,2.1,5.62,8.143,4.704,12.569,27.23,1.89,25.0,90.0,134.0,354.0,0.58,150.0,0.04,0.111,1.3,0.83,3.7,13
Bamboo shoots,3.13,2.0,1.4,1.68,0.943,0.95,0.812,2.93,0.31,4.0,25.0,78.0,16.0,0.63,12.0,0.0,0.148,1.0,0.91,2.4,5
Banana,27.55,4.0,2.7,1.14,0.4465,0.1285,1.0065,1.77,0.295,28.0,23.0,355.5,2.5,0.155,15.0,0.005,0.37,8.05,0.145,0.65,5
Banana apple dessert,16.3,0.0,1.0,0.3,0.018,0.047,0.058,0.2,0.1,8.0,9.0,71.0,7.0,0.05,2.0,0.0,0.06,12.3,0.02,0.1,5
Banana chips,58.4,0.0,7.7,2.3,1.95,0.63,28.97,33.6,1.25,76.0,56.0,536.0,6.0,0.75,4.0,0.0,0.26,6.3,0.24,1.3,5
Banana juice with lowfat yogurt,17.54,3.0,0.4,2.5,0.219,0.022,0.517,0.8,0.2,10.0,65.0,160.0,37.0,0.14,6.0,0.43,0.12,33.9,0.05,0.4,5
Banana nectar,17.95,0.0,0.9,0.38,0.011,0.026,0.039,0.15,0.1,10.0,8.0,126.0,2.0,0.05,1.0,0.0,0.128,3.0,0.04,0.2,5
Banana pudding,21.04,32.0,0.8500000000000001,1.84,1.1375,0.367,0.736,2.515,0.4,8.5,46.0,124.0,91.5,0.2,10.0,0.09,0.131,7.15,0.165,0.65,10
Banana split,32.53,24.0,1.3,2.53,1.953,0.296,4.121,6.9,0.24,18.0,69.0,220.0,98.0,0.45,68.0,0.21,0.117,3.6,0.42,0.6,14
Banana with mixed berries,21.31,0.0,1.0,1.01,0.036,0.123,0.081,0.36,0.0,23.0,20.0,283.0,0.0,0.23,3.0,0.0,0.257,18.2,0.37,6.3,5
Banana yogurt dessert,17.35,1.0,0.5,1.1,0.12,0.03,0.37,0.52,0.14,10.0,28.0,100.0,14.0,0.26,3.0,0.13,0.08,13.9,0.02,0.1,5
Bananas,18.563333333333333,0.0,1.6000000000000003,0.6,0.02,0.0353333333333333,0.0679999999999999,0.1833333333333333,0.2833333333333333,16.333333333333332,12.333333333333334,165.33333333333334,0.6666666666666666,0.06,1.3333333333333333,0.0,0.1753333333333333,22.933333333333334,0.4833333333333333,0.2666666666666666,5
Bananas and pineapple,18.1,0.0,1.6000000000000003,0.2,0.0043333333333333,0.01,0.018,0.05,0.18,6.0,5.0,73.0,0.0,0.0366666666666666,2.333333333333333,0.0,0.087,20.2,0.04,0.6,0
Bananas and strawberry,25.78,0.0,1.4,0.71,0.036,0.084,0.121,0.37,0.14,30.0,24.0,395.0,1.0,0.23,3.0,0.0,0.395,12.9,0.12,0.6,5
Bananas with apples and pears,19.31,0.0,1.4,0.9,0.028,0.085,0.106,0.22,0.3,25.0,19.0,233.0,2.0,0.1,3.0,0.0,0.29,13.9,0.08,0.6,5
Bananas with orange,20.41,0.0,2.1,1.06,0.0,0.0,0.0,0.0,0.23,18.0,19.0,265.0,10.0,0.12,28.0,0.0,0.232,24.5,0.49,2.3,5
Barbecue sauce,40.77,0.0,0.9,0.82,0.082,0.101,0.045,0.63,0.64,13.0,20.0,232.0,1027.0,0.17,11.0,0.0,0.075,0.6,0.8,1.8,4
Barfi or Burfi,40.46,35.0,0.4,5.41,3.475,0.849,6.115,11.34,0.22,19.0,126.0,185.0,71.0,0.5,96.0,0.23,0.07,0.3,0.71,1.0,14
Barley,27.80333333333333,1.3333333333333333,3.766666666666667,2.2333333333333334,0.2846666666666667,0.3356666666666666,0.4603333333333333,1.2,1.3066666666666666,21.666666666666668,53.66666666666666,92.0,192.0,0.8099999999999999,7.666666666666667,0.0,0.1246666666666666,0.0,0.1,1.2333333333333334,13
Barley cereal,69.4,0.0,6.6,13.2,1.45,3.859,0.894,6.6,48.21,115.0,333.0,467.0,33.0,3.13,0.0,3.57,0.714,0.0,5.0,2.3,3
Barley soup,9.905,2.0,0.9,1.915,0.288,0.6525,0.2435,1.265,0.335,9.0,34.5,85.0,150.5,0.33,7.0,0.075,0.0515,0.25,0.0699999999999999,0.35,1
Barracuda,5.1085714285714285,57.0,0.2571428571428571,23.25,4.327428571428571,3.559428571428572,3.048142857142857,12.295714285714284,1.624285714285714,33.285714285714285,151.71428571428572,456.57142857142856,409.1428571428572,0.85,22.142857142857142,4.1085714285714285,0.3315714285714285,1.9857142857142855,1.4928571428571429,4.1571428571428575,10
Basbousa,44.07,3.0,0.5,4.15,3.289,2.174,2.361,8.46,0.94,12.0,95.0,123.0,83.0,0.5,13.0,0.15,0.026,0.2,0.52,4.0,10
Basil,2.65,0.0,1.6,3.15,0.088,0.389,0.041,0.64,3.17,64.0,56.0,295.0,4.0,0.81,264.0,0.0,0.155,18.0,0.8,414.8,12
Bean and ham soup,11.04,5.666666666666667,2.566666666666667,5.493333333333333,0.6633333333333333,0.2806666666666667,0.5206666666666667,1.5599999999999998,1.0533333333333337,18.0,52.333333333333336,165.33333333333334,284.6666666666667,0.91,51.333333333333336,0.0733333333333333,0.0653333333333333,1.5666666666666669,0.3233333333333333,6.6000000000000005,1
Bean cake,49.58,0.0,3.0,5.63,8.73,8.753,2.906,21.26,2.29,20.0,74.0,151.0,186.0,0.53,0.0,0.0,0.045,0.3,2.46,27.0,1
Bean chips,53.18,0.0,10.1,14.4,5.851,11.679,2.872,21.6,4.04,98.0,256.0,547.0,408.0,2.46,1.0,0.0,0.44,1.7,3.28,3.1,10
Bean dip,15.89,0.0,4.9,5.44,0.859,1.957,0.529,3.7,1.6,40.0,105.0,368.0,443.0,0.69,0.0,0.0,0.115,0.6,0.91,1.7,1
Bean paste,49.98,0.0,5.3,6.22,0.028,0.197,0.052,0.47,2.13,32.0,102.0,290.0,124.0,0.77,0.0,0.0,0.086,0.9,0.02,6.0,10
Bean salad,12.98,0.0,3.5,3.53,1.281,2.548,0.712,5.0,1.33,23.0,63.0,211.0,266.0,0.5,5.0,0.0,0.093,7.8,0.54,27.2,1
Bean soup,10.25,3.0,2.65,4.4350000000000005,0.635,0.3195,0.4185,1.5475,1.0575,18.75,54.75,183.0,264.5,0.5425,20.5,0.03,0.03925,0.8,0.4275,6.575,1
Bean sprouts,6.01,1.0,2.55,6.42,0.9595,1.65,0.7035,3.55,1.855,34.5,93.0,224.0,66.5,0.595,6.0,0.0,0.122,9.75,0.3,27.8,5
Bean with bacon or ham soup,8.89,1.0,3.1,3.08,0.849,0.713,0.597,2.32,0.8,18.0,51.0,196.0,354.0,0.41,18.0,0.02,0.016,0.6,0.46,1.3,1
Beans,16.857,0.0,5.49,5.479,1.2414,1.3309,0.4785999999999999,3.2350000000000003,1.736,40.2,93.2,311.6,170.9,0.6599999999999999,8.7,0.0,0.1085,1.99,0.947,14.43,10
Beans and brown rice,24.17,0.0,4.2,6.52,1.799,1.838,0.688,4.49,2.29,51.0,104.0,347.0,214.0,1.05,0.0,0.0,0.098,0.0,1.05,6.6,10
Beans and franks,17.29,19.0,3.3,6.74,2.326,0.543,2.076,5.22,1.36,25.0,95.0,224.0,438.0,0.9,1.0,0.28,0.082,0.0,0.08,0.4,13
Beans and rice,23.28333333333333,2.0,3.9333333333333336,6.16,1.98,1.9446666666666663,0.745,4.896666666666667,1.856666666666667,33.333333333333336,87.66666666666667,261.3333333333333,290.3333333333333,0.89,1.6666666666666667,0.0433333333333333,0.1223333333333333,0.6,1.0533333333333337,6.966666666666668,1
Beans and tomatoes,18.3,0.0,6.25,6.21,1.152,1.239,0.4495,3.045,1.67,40.5,103.0,364.5,360.5,0.73,7.0,0.0,0.147,2.6,1.36,6.15,1
Beans and white rice,25.19,0.0,3.7,6.5,1.687,1.723,0.615,4.21,2.55,40.0,80.0,327.0,231.0,0.96,0.0,0.0,0.086,0.0,1.0,6.6,10
Beans with meat,20.56,11.0,7.1,10.7,2.816,2.561,1.17,6.88,1.95,47.0,151.0,377.0,275.0,1.52,1.0,0.22,0.207,0.5,1.42,9.5,10
Bear,0.0,98.0,0.0,32.28,5.636,2.39,3.525,13.33,10.68,23.0,169.0,262.0,233.0,10.23,0.0,2.46,0.289,0.0,0.49,1.8,10
Beaver,0.0,117.0,0.0,34.7,1.882,1.344,2.061,6.93,9.96,29.0,291.0,401.0,221.0,2.26,0.0,8.26,0.468,3.0,0.45,1.6,10
Beef,7.231558441558442,49.77922077922078,0.6051948051948052,15.995194805194808,4.12487012987013,1.2034285714285715,3.348506493506493,9.67012987012987,1.7066233766233765,17.558441558441558,137.02597402597402,235.63636363636363,414.76623376623377,3.27974025974026,28.428571428571427,1.1671428571428573,0.2474805194805195,2.9714285714285715,0.4942857142857143,8.12077922077922,1
Beef and broccoli,5.31,25.0,1.4,10.55,4.384,3.654,1.945,10.65,1.25,24.0,117.0,307.0,439.0,2.4,14.0,0.65,0.217,39.2,1.51,62.7,1
Beef and egg noodles,7.739999999999999,8.0,1.2,2.47,0.8896666666666667,0.1173333333333333,0.8516666666666667,2.08,0.42,8.333333333333334,34.0,66.33333333333333,20.33333333333333,0.5,34.333333333333336,0.1433333333333333,0.0336666666666666,0.7666666666666666,0.3899999999999999,3.1,14
Beef and macaroni with cheese sauce,12.31,24.0,0.5,9.12,2.101,0.312,2.158,5.38,1.05,16.0,104.0,142.0,398.0,1.84,17.0,0.73,0.115,0.0,0.09,0.6,13
Beef and noodles,16.24,48.0,0.8,11.37,3.583,0.976,2.688,8.41,1.76,20.0,113.0,125.0,382.0,2.47,20.0,0.95,0.15,0.0,0.32,2.3,13
Beef and noodles with cream or white sauce,15.02,34.0,0.6,7.85,1.672,0.735,2.167,5.26,1.17,17.0,96.0,101.0,296.0,1.21,42.0,0.42,0.133,0.0,0.43,1.7,13
Beef and noodles with gravy,15.39,32.0,0.7,7.7,1.958,1.163,1.215,5.07,1.24,16.0,79.0,75.0,304.0,1.23,4.0,0.33,0.099,0.0,0.39,2.4,13
Beef and noodles with meat sauce and cheese,13.16,21.0,1.2,9.22,1.581,0.281,2.136,4.83,1.48,20.0,121.0,233.0,340.0,1.72,28.0,0.53,0.13,3.4,0.72,1.5,1
Beef and noodles with mushroom sauce,14.97,29.0,0.8,7.54,1.678,1.605,1.252,5.13,1.16,15.0,84.0,91.0,310.0,1.17,9.0,0.35,0.093,0.0,0.42,7.2,13
Beef and noodles with soy-based sauce,7.64,35.0,0.6,13.18,4.205,2.818,2.237,10.06,1.25,15.0,97.0,172.0,273.0,2.18,2.0,0.68,0.211,2.3,0.96,19.6,1
Beef and noodles with tomato-based sauce,10.67,23.0,0.4,8.74,1.55,0.183,1.529,3.92,1.17,11.0,68.0,114.0,274.0,1.82,8.0,0.53,0.07,0.1,0.17,2.1,13
Beef and potatoes,14.52,20.0,1.3,7.92,2.053,1.307,1.159,4.93,0.78,19.0,71.0,293.0,305.0,1.33,0.0,0.37,0.283,5.4,0.44,5.3,1
Beef and potatoes with cheese sauce,11.1,24.0,0.9,8.15,1.903,0.472,2.798,5.6,0.61,18.0,112.0,233.0,316.0,1.23,23.0,0.34,0.199,3.7,0.09,1.5,1
Beef and potatoes with cream sauce,8.67,17.0,0.7,7.73,1.052,1.386,1.003,3.8,0.66,12.0,78.0,186.0,331.0,1.25,12.0,0.4,0.16,1.7,0.31,9.7,1
Beef and rice,17.23,17.0,0.2,7.27,2.09,1.424,1.109,5.0,1.2,11.0,62.0,68.0,312.0,1.26,0.0,0.31,0.131,0.0,0.48,4.0,4
Beef and rice soup,6.23,15.0,0.9,5.83,0.492,0.072,0.447,1.21,0.79,14.0,67.0,227.0,425.0,1.39,20.0,0.36,0.15,9.2,0.16,6.3,1
Beef and rice with cheese sauce,14.64,24.0,0.4,8.07,2.117,0.235,2.263,5.36,1.35,11.0,79.0,105.0,301.0,1.75,15.0,0.65,0.121,0.3,0.14,0.8,13
Beef and rice with cream sauce,15.89,19.0,0.2,6.69,1.774,0.872,2.056,5.17,1.0,12.0,77.0,96.0,305.0,1.1,38.0,0.36,0.15,0.0,0.46,2.7,13
Beef and rice with gravy,15.98,15.0,0.2,6.28,2.12,1.374,1.141,5.12,1.03,10.0,58.0,69.0,315.0,1.07,0.0,0.26,0.117,0.0,0.45,3.7,4
Beef and rice with mushroom sauce,15.54,13.0,0.4,6.25,1.843,1.774,1.182,5.17,0.97,10.0,64.0,84.0,313.0,1.03,6.0,0.29,0.11,0.0,0.47,8.2,13
Beef and rice with soy-based sauce,8.05,36.0,0.5,13.57,4.299,2.884,2.292,10.27,1.47,17.0,103.0,181.0,275.0,2.26,3.0,0.69,0.232,2.3,0.98,20.0,1
Beef and rice with tomato-based sauce,15.88,14.0,0.7,6.39,2.126,1.592,1.055,5.15,1.29,14.0,59.0,146.0,308.0,1.11,7.0,0.26,0.138,2.1,0.94,5.3,13
Beef and vegetables,14.13,7.0,1.8,4.33,0.498,0.362,0.396,1.48,0.94,39.0,78.0,267.0,676.0,0.78,95.0,0.09,0.152,1.9,0.86,3.6,13
Beef and vegetables excluding carrots,5.34,27.33333333333333,0.9666666666666668,10.056666666666668,3.267,2.1496666666666666,1.772333333333333,7.859999999999999,1.0533333333333337,15.333333333333334,82.0,169.66666666666666,293.6666666666667,1.7166666666666668,6.333333333333333,0.5066666666666667,0.1743333333333333,5.466666666666666,0.7433333333333333,15.766666666666666,1
Beef and vegetables including carrots,4.096666666666667,28.33333333333333,1.2333333333333334,10.406666666666666,3.15,2.019333333333333,1.766,7.63,1.0666666666666669,13.333333333333334,83.0,177.0,291.6666666666667,1.75,161.66666666666666,0.5266666666666667,0.1863333333333333,10.366666666666667,1.0566666666666666,28.2,9
Beef barbecue submarine sandwich,26.04,38.0,0.8,16.73,1.913,0.836,1.763,5.37,2.46,19.0,123.0,194.0,410.0,2.5,2.0,0.8,0.207,0.6,0.43,2.7,13
Beef brisket,0.0,92.0,0.0,28.52333333333333,5.943333333333334,0.42,4.889,13.12,2.6966666666666668,22.33333333333333,230.66666666666663,274.3333333333333,390.3333333333333,6.523333333333333,0.0,2.53,0.2813333333333333,0.0,0.1566666666666666,1.6666666666666667,7
Beef broth,1.163333333333333,0.0,0.1999999999999999,1.4366666666666663,0.612,0.5723333333333334,0.2406666666666666,1.4800000000000002,0.2566666666666666,4.666666666666667,20.0,110.66666666666669,227.66666666666663,0.1633333333333333,4.666666666666667,0.0166666666666666,0.0596666666666666,1.6333333333333335,0.2233333333333333,3.4,13
Beef burgundy,4.06,52.0,0.7,18.5,2.478,0.985,1.776,5.99,1.88,23.0,183.0,360.0,369.0,4.52,1.0,1.27,0.241,2.0,0.49,6.5,10
Beef chow mein or chop suey,3.85,25.0,0.8,10.76,0.908,0.716,0.748,2.61,1.23,11.0,109.0,218.0,253.0,1.62,10.0,0.67,0.315,4.8,0.43,13.3,1
Beef chow mein or chop suey with noodles,11.17,22.0,1.5,10.78,1.891,1.066,1.481,4.89,1.87,12.0,108.0,204.0,328.0,1.52,9.0,0.58,0.281,4.2,0.48,12.3,1
Beef curry,6.46,20.0,1.4,7.56,2.553,1.928,1.801,6.53,1.17,17.0,76.0,288.0,359.0,1.84,46.0,0.54,0.201,8.6,1.07,9.7,1
Beef curry with rice,15.08,12.0,1.0,5.61,1.567,1.187,1.111,4.03,1.18,15.0,63.0,187.0,313.0,1.3,28.0,0.33,0.157,5.2,0.66,5.8,1
Beef dinner,10.94,40.0,1.2,6.82,2.941,0.364,4.169,8.34,0.84,15.0,72.0,179.0,274.0,1.5,52.0,0.61,0.164,5.3,0.2,4.0,1
Beef dumpling soup,10.08,6.0,0.6,3.97,0.465,0.047,0.554,1.11,0.97,2.0,50.0,140.0,338.0,1.1,54.0,0.26,0.055,2.9,0.28,3.1,13
Beef egg foo yung,4.68,185.0,0.3,13.89,3.166,1.489,2.446,7.88,1.62,14.0,144.0,168.0,326.0,2.0,74.0,0.78,0.186,1.7,0.79,24.2,7
Beef enchilada,16.73,7.0,2.2,5.04,1.517,1.056,1.16,4.14,1.27,19.0,83.0,142.0,426.0,0.84,10.0,0.15,0.088,1.2,0.32,4.7,13
Beef enchilada dinner,16.73,7.0,2.2,5.04,1.517,1.056,1.16,4.14,1.27,19.0,83.0,142.0,426.0,0.84,10.0,0.15,0.088,1.2,0.32,4.7,13
Beef goulash,2.79,35.0,0.4,13.69,1.561,0.826,0.923,3.78,1.39,18.0,137.0,263.0,223.0,2.54,5.0,0.83,0.225,11.4,0.45,3.2,10
Beef goulash with noodles,10.88,37.0,0.7,12.5,2.029,1.421,1.069,5.1,1.61,21.0,134.0,211.0,164.0,2.25,5.0,0.7,0.192,4.9,0.56,4.1,10
Beef goulash with potatoes,7.68,27.0,0.9,11.46,1.81,1.234,0.925,4.39,1.36,21.0,125.0,327.0,178.0,2.09,4.0,0.66,0.257,13.4,0.52,4.7,10
Beef jerky,11.0,48.0,1.8,33.2,11.305,1.011,10.85,25.6,5.42,51.0,407.0,597.0,1785.0,8.11,0.0,0.99,0.179,0.0,0.49,2.3,13
Beef liver,5.105,385.5,0.0,27.57,1.106,1.056,2.7155,4.93,6.305,21.5,487.0,348.5,400.0,5.225,8521.0,76.215,1.0135,1.2999999999999998,0.485,3.6,2
Beef noodle soup,4.796666666666667,12.666666666666666,0.5333333333333333,5.0,0.6563333333333333,0.2453333333333333,0.5386666666666667,1.6266666666666667,0.7066666666666667,9.0,49.0,133.0,361.0,1.15,19.0,0.2966666666666667,0.0823333333333333,3.6666666666666665,0.2966666666666667,7.900000000000001,13
Beef pot pie,17.09,16.0,1.2,7.99,5.778,3.277,3.468,13.5,1.55,15.0,82.0,167.0,396.0,1.11,86.0,0.57,0.12,3.4,0.93,10.9,13
Beef rice soup,10.08,6.0,0.6,3.97,0.465,0.047,0.554,1.11,0.97,2.0,50.0,140.0,338.0,1.1,54.0,0.26,0.055,2.9,0.28,3.1,13
Beef rolls,6.46,56.0,0.7,20.53,3.845,0.432,3.373,9.04,2.18,24.0,195.0,383.0,349.0,3.12,92.0,2.04,0.311,1.6,0.39,4.5,10
Beef salad,2.82,61.0,0.4,17.9,5.098,9.436,3.85,19.32,1.62,15.0,118.0,204.0,335.0,4.28,12.0,1.3,0.187,0.8,1.0,46.1,1
Beef sandwich,18.68,23.0,0.6,11.93,1.857,2.743,2.236,7.33,1.94,19.0,137.0,178.0,404.0,1.48,18.0,0.47,0.253,0.0,0.45,11.6,13
Beef sausage,5.59,60.66666666666666,0.0,18.05666666666667,8.506666666666666,2.994666666666667,6.75,20.05,1.5533333333333337,27.33333333333333,191.66666666666663,526.3333333333334,659.6666666666666,2.506666666666667,15.333333333333334,0.79,0.3053333333333333,6.4,0.9966666666666668,11.733333333333333,1
Beef sausage with cheese,3.4,65.0,0.0,13.78,12.254,1.848,11.976,29.01,1.46,20.0,176.0,250.0,946.0,2.17,41.0,1.12,0.134,16.4,0.38,2.8,13
Beef shish kabob with vegetables,5.0,41.0,0.9,14.7,2.037,0.507,1.661,4.9,1.43,16.0,111.0,231.0,208.0,2.52,8.0,0.77,0.268,12.8,0.38,5.7,10
Beef short ribs,15.6,26.0,1.4,9.13,2.291,0.234,2.517,5.68,1.38,21.0,86.0,274.0,238.0,2.2,19.0,0.86,0.189,4.8,0.34,17.3,10
Beef sloppy joe,9.14,34.0,0.8,10.61,2.932,0.251,2.516,6.65,1.5,18.0,94.0,317.0,580.0,2.53,14.0,1.04,0.213,3.8,0.8,4.4,1
Beef steak,3.804444444444445,88.55555555555556,0.1777777777777777,26.829444444444444,4.540277777777778,1.0953333333333335,3.789722222222222,10.352777777777778,2.5066666666666664,19.11111111111111,217.88888888888889,301.5,388.3333333333333,5.345555555555555,6.777777777777778,1.7755555555555556,0.4843333333333333,0.0,0.4333333333333333,3.083333333333333,7
Beef steak with onions,3.94,62.0,0.7,20.92,8.484,7.153,6.202,24.12,2.01,23.0,191.0,352.0,999.0,3.3,0.0,2.24,0.334,2.4,1.94,2.4,13
Beef stew,3.77,34.25,0.825,11.94,2.9525,0.933,2.04625,6.625,1.3425,17.75,115.75,262.0,328.5,2.4675,27.25,0.9875,0.18525,10.1,0.9375,5.275,1
Beef stew with potatoes,7.649999999999999,31.25,0.95,11.3075,2.81225,1.04675,1.80825,6.3225,1.39,21.0,121.0,340.5,325.25,2.4,2.75,0.845,0.22625,7.649999999999999,0.54,4.3,10
Beef stew with potatoes and vegetables excluding carrots,8.47,16.0,1.25,6.705,0.9595,0.5305,0.6285000000000001,2.385,0.96,16.0,77.5,242.5,216.0,1.53,4.0,0.39,0.1665,6.1,0.25,5.1,10
Beef stew with potatoes and vegetables including carrots,8.41,14.5,1.2999999999999998,5.725,1.3239999999999998,0.4285,1.0074999999999998,3.095,1.32,14.0,65.5,226.5,252.5,1.31,58.0,0.395,0.143,4.449999999999999,0.28,6.0,1
Beef stew with vegetables excluding potatoes,6.73,41.0,2.2,15.08,5.921,2.923,3.912,14.14,1.82,26.0,162.0,385.0,572.0,2.39,116.0,1.38,0.247,13.7,1.24,20.4,1
Beef stroganoff,5.99,36.0,0.7,9.91,2.987,2.01,3.333,9.6,0.93,15.0,114.0,203.0,454.0,1.81,26.0,0.39,0.144,0.6,0.62,8.8,13
Beef stroganoff soup,9.0,21.0,0.6,5.1,1.556,0.246,2.324,4.6,0.88,2.0,50.0,140.0,435.0,1.1,84.0,0.26,0.06,0.0,0.41,102.8,13
